file_id,id,time,jd,mjd,ra_hours,dec_degs,x,y,telescope,filter,exp_length,mag,mag_error,zero_point,flux,flux_error,pm_sky,pm_epoch,pm_pos_angle_sky,zero_point_correction,zero_point_error,calibrated_zero_point,calibrated_mag
2349730,SRC8,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.27421691701603,0.0011302048388572732,20,927757.5299879656,966.2586413199595,,2025-10-16 09:10:13.500,,,,,
2349730,SRC9,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.79900999760198,0.009341873529290626,20,14372.001560199584,124.19286146481471,,2025-10-16 09:10:13.500,,,,,
2349730,SRC10,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.623253589828509,-45.658048778313315,534.3668943207294,384.51152495886504,Prompt5,Open,3,10.262289260128316,0.007189841731665052,20,23561.641876076792,156.54504401008148,,2025-10-16 09:10:13.500,,,,,
2349730,SRC11,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.619362357012314,-45.7085245867266,761.7215785694534,691.4772803881724,Prompt5,Open,3,9.05403833963705,0.004078546922441534,20,71697.81469867026,269.8379487150201,,2025-10-16 09:10:13.500,,,,,
2349731,SRC8,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.258492766964467,0.0011218967127296898,20,941291.5237783066,973.1439838926003,,2025-10-16 09:10:13.500,,,,,
2349731,SRC9,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.771746071991208,0.009249274893988874,20,14737.466331058398,126.08324023145023,,2025-10-16 09:10:13.500,,,,,
2349731,SRC10,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.623253589828509,-45.658048778313315,534.3668943207294,384.51152495886504,Prompt5,Open,3,10.233128408419782,0.007163138456149807,20,24203.038483969718,160.20731150167055,,2025-10-16 09:10:13.500,,,,,
2349731,SRC11,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.619362357012314,-45.7085245867266,761.7215785694534,691.4772803881724,Prompt5,Open,3,9.038308137805997,0.004057763884244863,20,72744.13760378491,272.37814483799303,,2025-10-16 09:10:13.500,,,,,
2349732,SRC8,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.322982421202427,0.0011567617286967773,20,887009.5306880183,945.5385736409376,,2025-10-16 09:10:13.500,,,,,
2349732,SRC9,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.829101988107299,0.009471854872984537,20,13979.140165593313,122.48613274375215,,2025-10-16 09:10:13.500,,,,,
2349732,SRC10,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.623253589828509,-45.658048778313315,534.3668943207294,384.51152495886504,Prompt5,Open,3,10.273940694397755,0.007274125182688789,20,23310.145102884762,156.69569499064207,,2025-10-16 09:10:13.500,,,,,
2349732,SRC11,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.619362357012314,-45.7085245867266,761.7215785694534,691.4772803881724,Prompt5,Open,3,9.073876796771522,0.004128567662634601,20,70399.65583707044,268.20791980658885,,2025-10-16 09:10:13.500,,,,,
2349733,SRC8,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.321464963420274,0.0011545651205044727,20,888250.1087883654,945.0620330540598,,2025-10-16 09:10:13.500,,,,,
2349733,SRC9,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.816626301287007,0.009436399874861667,20,14140.694319857743,123.435874234469,,2025-10-16 09:10:13.500,,,,,
2349733,SRC10,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.623253589828509,-45.658048778313315,534.3668943207294,384.51152495886504,Prompt5,Open,3,10.273262271082945,0.007225199658003491,20,23324.71502107618,155.73553541393218,,2025-10-16 09:10:13.500,,,,,
2349733,SRC11,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.619362357012314,-45.7085245867266,761.7215785694534,691.4772803881724,Prompt5,Open,3,9.119735974246241,0.004210284222786164,20,67488.0477009134,262.2142493866953,,2025-10-16 09:10:13.500,,,,,
2349734,SRC8,2025-10-16 13:03:46.500,2460964.710949074,60964.21094907401,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.408183635238798,0.0012019608467060618,20,820064.100849427,908.3520820102245,,2025-10-16 09:10:13.500,,,,,
