file_id,id,time,jd,mjd,ra_hours,dec_degs,x,y,telescope,filter,exp_length,mag,mag_error,zero_point,flux,flux_error,pm_sky,pm_epoch,pm_pos_angle_sky,zero_point_correction,zero_point_error,calibrated_zero_point,calibrated_mag
2349730,SRC2,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.623604642455059,-45.67732712676049,508.000000000024,496.9999999999459,Prompt5,Open,3,6.529125755234276,0.0012735327620682197,20,733619.6453240224,861.0165234545118,,2025-10-16 12:11:05.500,,,,,
2349730,SRC3,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.6193637014275999,-45.70853903591361,761.635148459183,691.558750699313,Prompt5,Open,3,9.056556346767362,0.004083250652335416,20,71531.72792438454,269.5239372283566,,2025-10-16 12:11:05.500,,,,,
2349731,SRC2,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.623604642455059,-45.67732712676049,508.000000000024,496.9999999999459,Prompt5,Open,3,6.46342753685067,0.001234561468012261,20,779381.7640723803,886.7181004425076,,2025-10-16 12:11:05.500,,,,,
2349731,SRC3,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.6193637014275999,-45.70853903591361,761.635148459183,691.558750699313,Prompt5,Open,3,9.041891594275121,0.004064635017739694,20,72504.44241404624,271.9412140247688,,2025-10-16 12:11:05.500,,,,,
2349732,SRC2,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.623604642455059,-45.67732712676049,508.000000000024,496.9999999999459,Prompt5,Open,3,6.542632532288549,0.0012821598514800212,20,724549.8014966628,856.1355927169594,,2025-10-16 12:11:05.500,,,,,
2349732,SRC3,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.6193637014275999,-45.70853903591361,761.635148459183,691.558750699313,Prompt5,Open,3,9.078177857111989,0.004136734049273896,20,70121.3246810866,267.676966789074,,2025-10-16 12:11:05.500,,,,,
2349733,SRC2,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.623604642455059,-45.67732712676049,508.000000000024,496.9999999999459,Prompt5,Open,3,6.564256003717727,0.0012932972183555065,20,710262.446957064,846.5479490318119,,2025-10-16 12:11:05.500,,,,,
2349733,SRC3,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.6193637014275999,-45.70853903591361,761.635148459183,691.558750699313,Prompt5,Open,3,9.116108187203501,0.004203239967146832,20,67713.92370169928,262.65082185204,,2025-10-16 12:11:05.500,,,,,
2349734,SRC2,2025-10-16 13:03:46.500,2460964.710949074,60964.21094907401,1.623604642455059,-45.67732712676049,508.000000000024,496.9999999999459,Prompt5,Open,3,6.63418867682482,0.0013360111575385183,20,665956.3801276506,819.9715396901734,,2025-10-16 12:11:05.500,,,,,
2349734,SRC3,2025-10-16 13:03:46.500,2460964.710949074,60964.21094907401,1.6193637014275999,-45.70853903591361,761.635148459183,691.558750699313,Prompt5,Open,3,9.20950985947882,0.004395944353012253,20,62132.28288923248,252.07203218254412,,2025-10-16 12:11:05.500,,,,,
