file_id,id,time,jd,mjd,ra_hours,dec_degs,x,y,telescope,filter,exp_length,mag,mag_error,zero_point,flux,flux_error,pm_sky,pm_epoch,pm_pos_angle_sky,zero_point_correction,zero_point_error,calibrated_zero_point,calibrated_mag
2349730,SRC8,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.27421691701603,0.0011302048388572732,20,927757.5299879656,966.2586413199595,,2025-10-16 09:10:13.500,,,,,
2349730,SRC9,2025-10-16 12:11:05.500,2460964.674363426,60964.17436342593,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.79900999760198,0.009341873529290626,20,14372.001560199584,124.19286146481471,,2025-10-16 09:10:13.500,,,,,
2349731,SRC8,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.258492766964467,0.0011218967127296898,20,941291.5237783066,973.1439838926003,,2025-10-16 09:10:13.500,,,,,
2349731,SRC9,2025-10-16 12:22:59.500,2460964.6826273147,60964.1826273147,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.771746071991208,0.009249274893988874,20,14737.466331058398,126.08324023145023,,2025-10-16 09:10:13.500,,,,,
2349732,SRC8,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.322982421202427,0.0011567617286967773,20,887009.5306880183,945.5385736409376,,2025-10-16 09:10:13.500,,,,,
2349732,SRC9,2025-10-16 12:33:57.500,2460964.6902430556,60964.19024305558,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.829101988107299,0.009471854872984537,20,13979.140165593313,122.48613274375215,,2025-10-16 09:10:13.500,,,,,
2349733,SRC8,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.321464963420274,0.0011545651205044727,20,888250.1087883654,945.0620330540598,,2025-10-16 09:10:13.500,,,,,
2349733,SRC9,2025-10-16 12:49:53.500,2460964.7013078704,60964.20130787045,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.816626301287007,0.009436399874861667,20,14140.694319857743,123.435874234469,,2025-10-16 09:10:13.500,,,,,
2349734,SRC8,2025-10-16 13:03:46.500,2460964.710949074,60964.21094907401,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.408183635238798,0.0012019608467060618,20,820064.100849427,908.3520820102245,,2025-10-16 09:10:13.500,,,,,
2349734,SRC9,2025-10-16 13:03:46.500,2460964.710949074,60964.21094907401,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.914734155704101,0.009993159193430325,20,12918.961156414385,119.45552549786417,,2025-10-16 09:10:13.500,,,,,
2349735,SRC8,2025-10-16 13:16:33.500,2460964.719826389,60964.219826389104,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.274228385538521,0.0011294939549844167,20,927747.7302301092,965.6403612337504,,2025-10-16 09:10:13.500,,,,,
2349735,SRC9,2025-10-16 13:16:33.500,2460964.719826389,60964.219826389104,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.749767650577935,0.009084512127600374,20,15038.835001128897,126.36001035544022,,2025-10-16 09:10:13.500,,,,,
2349736,SRC8,2025-10-16 13:30:22.500,2460964.729421296,60964.22942129616,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.247173072788826,0.0011157572586713853,20,951156.5995973788,977.9588857760615,,2025-10-16 09:10:13.500,,,,,
2349736,SRC9,2025-10-16 13:30:22.500,2460964.729421296,60964.22942129616,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.773112608651573,0.009264299865572695,20,14718.929029524124,126.13008039509579,,2025-10-16 09:10:13.500,,,,,
2349737,SRC8,2025-10-16 13:43:00.500,2460964.738194444,60964.23819444422,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.238668484536765,0.0011116656343693428,20,958636.2797301774,982.0329803631882,,2025-10-16 09:10:13.500,,,,,
2349737,SRC9,2025-10-16 13:43:00.500,2460964.738194444,60964.23819444422,1.6215297674164293,-45.682752925948805,634.5606728289912,534.2608557651527,Prompt5,Open,3,10.752752608181128,0.009159994661984467,20,14997.546303247143,127.06454890054614,,2025-10-16 09:10:13.500,,,,,
2349738,SRC8,2025-10-16 13:55:32.500,2460964.746898148,60964.24689814821,1.623618660468547,-45.677908231411244,506.99363495292636,500.38194074244956,Prompt5,Open,3,6.253936837093601,0.0011194665874197786,20,945249.6383663941,975.1181682920827,,2025-10-16 09:10:13.500,,,,,
