file_id,id,time,jd,mjd,ra_hours,dec_degs,x,y,telescope,filter,exp_length,mag,mag_error,zero_point,flux,flux_error,pm_sky,pm_epoch,pm_pos_angle_sky,zero_point_correction,zero_point_error,calibrated_zero_point,calibrated_mag
2349824,SRC12,2026-04-21 16:45:06.000,2461151.8646527776,61151.364652777556,15.151357725347786,-42.704959386537695,547.7599455045457,534.0370773023636,Prompt2,Open,20,7.273233797128427,0.0006948663203191103,20,2464543.4365235255,1577.8016277158126,,2026-04-22 17:30:41.000,,,,,
2349824,SRC13,2026-04-21 16:45:06.000,2461151.8646527776,61151.364652777556,15.153823941603674,-42.69672515286701,500.7147891600757,699.8030174773787,Prompt2,Open,20,9.115833980202998,0.0016419340059685783,20,451540.1818825122,683.3704721708083,,2026-04-22 17:30:41.000,,,,,
2349824,SRC14,2026-04-21 16:45:06.000,2461151.8646527776,61151.364652777556,15.150610363904706,-42.748876029119,813.2568323774975,479.4874247729388,Prompt2,Open,20,9.325963496364347,0.001814461915653447,20,372087.0858824568,622.3448171872403,,2026-04-22 17:30:41.000,,,,,
2349824,SRC15,2026-04-21 16:45:06.000,2461151.8646527776,61151.364652777556,15.149615421498742,-42.66221863973579,286.5284360690954,421.97171585507783,Prompt2,Open,20,9.64532325846972,0.002113465366982827,20,277268.60173386254,540.2493704239401,,2026-04-22 17:30:41.000,,,,,
2349825,SRC12,2026-04-21 16:21:59.000,2461151.848599537,61151.34859953681,15.151357725347786,-42.704959386537695,547.7599455045457,534.0370773023636,Prompt2,Open,20,7.270497755033878,0.0006939394212836534,20,2470761.8880739845,1579.6720300798818,,2026-04-22 17:30:41.000,,,,,
2349825,SRC13,2026-04-21 16:21:59.000,2461151.848599537,61151.34859953681,15.153823941603674,-42.69672515286701,500.7147891600757,699.8030174773787,Prompt2,Open,20,9.100704981256097,0.0016293652394094179,20,457876.1296680577,687.6509446012143,,2026-04-22 17:30:41.000,,,,,
2349825,SRC14,2026-04-21 16:21:59.000,2461151.848599537,61151.34859953681,15.150610363904706,-42.748876029119,813.2568323774975,479.4874247729388,Prompt2,Open,20,9.295129582397799,0.0017870436196744128,20,382805.4945188716,630.5890916203014,,2026-04-22 17:30:41.000,,,,,
2349825,SRC15,2026-04-21 16:21:59.000,2461151.848599537,61151.34859953681,15.149615421498742,-42.66221863973579,286.5284360690954,421.97171585507783,Prompt2,Open,20,9.627355611378402,0.0020940737032103095,20,281895.2455482853,544.2197221649153,,2026-04-22 17:30:41.000,,,,,
2349826,SRC12,2026-04-21 16:16:43.000,2461151.8449421297,61151.34494212968,15.151357725347786,-42.704959386537695,547.7599455045457,534.0370773023636,Prompt2,Open,20,7.256490314021253,0.0006895339640230068,20,2502844.5116716763,1590.0219767513888,,2026-04-22 17:30:41.000,,,,,
2349826,SRC13,2026-04-21 16:16:43.000,2461151.8449421297,61151.34494212968,15.153823941603674,-42.69672515286701,500.7147891600757,699.8030174773787,Prompt2,Open,20,9.120698375799579,0.0016446499029712284,20,449521.6832738699,681.4417854435338,,2026-04-22 17:30:41.000,,,,,
2349826,SRC14,2026-04-21 16:16:43.000,2461151.8449421297,61151.34494212968,15.150610363904706,-42.748876029119,813.2568323774975,479.4874247729388,Prompt2,Open,20,9.319660330954651,0.0018082055134553258,20,374253.4937503971,623.8081202014602,,2026-04-22 17:30:41.000,,,,,
2349826,SRC15,2026-04-21 16:16:43.000,2461151.8449421297,61151.34494212968,15.149615421498742,-42.66221863973579,286.5284360690954,421.97171585507783,Prompt2,Open,20,9.651513331962143,0.0021185673374568693,20,275692.3167039189,538.4760572479732,,2026-04-22 17:30:41.000,,,,,
2349827,SRC12,2026-04-21 16:10:07.000,2461151.840358796,61151.340358796064,15.151357725347786,-42.704959386537695,547.7599455045457,534.0370773023636,Prompt2,Open,20,7.260697041337767,0.000690854565585348,20,2493165.905068412,1586.9077072428688,,2026-04-22 17:30:41.000,,,,,
2349827,SRC13,2026-04-21 16:10:07.000,2461151.840358796,61151.340358796064,15.153823941603674,-42.69672515286701,500.7147891600757,699.8030174773787,Prompt2,Open,20,9.13313015390319,0.0016546234045705416,20,444403.97422385897,677.7721881714413,,2026-04-22 17:30:41.000,,,,,
